type	ERR1877652.nucleotide	ERR1877657.nucleotide	ERR1877675.nucleotide	ERR1877693.nucleotide	ERR1877694.nucleotide	ERR1877709.nucleotide	ERR1877710.nucleotide	ERR1877713.nucleotide	ERR1877714.nucleotide	ERR1877719.nucleotide	ERR1877720.nucleotide	ERR1877722.nucleotide	ERR1877727.nucleotide	ERR1877734.nucleotide	ERR1877740.nucleotide	ERR1877743.nucleotide	ERR1877744.nucleotide	ERR1877745.nucleotide	ERR1877746.nucleotide	ERR1877749.nucleotide	ERR1877757.nucleotide	ERR1877776.nucleotide	ERR1877786.nucleotide	ERR1877788.nucleotide	ERR1877789.nucleotide	ERR1877793.nucleotide	ERR1877794.nucleotide	ERR1877808.nucleotide	ERR5001906.nucleotide	ERR5001907.nucleotide	ERR5001908.nucleotide	ERR5001909.nucleotide	ERR5001910.nucleotide	ERR5001911.nucleotide	ERR5002076.nucleotide	ERR5003185.nucleotide	ERR5003186.nucleotide	ERR5003187.nucleotide	ERR5003188.nucleotide	ERR5003189.nucleotide	ERR5003190.nucleotide	ERR5003355.nucleotide	ERR5003360.nucleotide	ERR5003361.nucleotide	ERR5003402.nucleotide	ERR5003403.nucleotide	ERR5003766.nucleotide	ERR5003767.nucleotide	ERR5003768.nucleotide	ERR5003769.nucleotide	ERR5003770.nucleotide	ERR5003771.nucleotide	ERR5004095.nucleotide	ERR5004096.nucleotide	ERR5004097.nucleotide	ERR5004098.nucleotide	ERR5004099.nucleotide	ERR5004100.nucleotide	ERR5004101.nucleotide	ERR5004102.nucleotide	ERR5004103.nucleotide	ERR5004104.nucleotide	ERR5004108.nucleotide	ERR5004117.nucleotide	ERR5004119.nucleotide	ERR5004120.nucleotide	ERR5004125.nucleotide	ERR5004128.nucleotide	ERR5004139.nucleotide	ERR5004140.nucleotide	ERR5004141.nucleotide	ERR5004143.nucleotide	ERR5004145.nucleotide	ERR5004553.nucleotide	ERR5004554.nucleotide	ERR5004555.nucleotide	ERR5004556.nucleotide	ERR5004557.nucleotide	ERR5004558.nucleotide	ERR5004882.nucleotide	ERR5004883.nucleotide	ERR5004884.nucleotide	ERR5004885.nucleotide	ERR5004886.nucleotide	ERR5004887.nucleotide	ERR5004888.nucleotide	ERR5004889.nucleotide	ERR5004892.nucleotide	ERR5004900.nucleotide	ERR5004901.nucleotide	ERR5004905.nucleotide	ERR5004910.nucleotide	ERR5004923.nucleotide	ERR5004925.nucleotide	ERR5004926.nucleotide	ERR5004927.nucleotide	ERR5004928.nucleotide	ERR5004930.nucleotide	ERR5004932.nucleotide	ERR5005166.nucleotide	ERR5005322.nucleotide	ERR5005323.nucleotide	SRR1026851.nucleotide	SRR11425435.nucleotide	SRR11425437.nucleotide	SRR11805817.nucleotide	SRR12417989.nucleotide	SRR18397972.nucleotide	SRR3208464.nucleotide	SRR3208465.nucleotide	SRR3208466.nucleotide	SRR3208467.nucleotide	SRR3208468.nucleotide	SRR3208469.nucleotide	SRR3208470.nucleotide	SRR3208471.nucleotide	SRR3208472.nucleotide	SRR3208473.nucleotide	SRR3208474.nucleotide	SRR3208475.nucleotide	SRR3208476.nucleotide	SRR3208479.nucleotide	SRR3208480.nucleotide	SRR3208482.nucleotide	SRR3208483.nucleotide	SRR3327343.nucleotide	SRR6109212.nucleotide	SRR6201864.nucleotide	SRR7080218.nucleotide	SRR7151509.nucleotide	SRR7151538.nucleotide	SRR7151667.nucleotide	SRR8978346.nucleotide	SRR8978347.nucleotide	SRR8978348.nucleotide	SRR8978349.nucleotide	SRR8978352.nucleotide	SRR8978353.nucleotide	SRR8978384.nucleotide	SRR8978385.nucleotide	SRR8978386.nucleotide	SRR8978387.nucleotide	SRR8978388.nucleotide	SRR9161835.nucleotide	SRR9161836.nucleotide	SRR9161839.nucleotide	SRR9161840.nucleotide	SRR9161841.nucleotide	SRR9161842.nucleotide	SRR9161846.nucleotide	SRR9161850.nucleotide	SRR9161852.nucleotide	SRR9161854.nucleotide	SRR9161855.nucleotide	SRR9161858.nucleotide	SRR9733668.nucleotide	SRR9733675.nucleotide	SRR9943781.nucleotide
novobiocin	0.0	0.0	0.0	5.453584096555823	28.75673615760716	0.0	277.5522665611968	0.0	0.0	48.85272240944888	0.0	0.0	27.293142543349695	0.0	59.229091908447224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.56289607975076	0.0	125.99886434833029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.732113405851256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.44496740797523	7.471333694249509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2981212239600777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.919178719002478	0.0	0.0
other_peptide_antibiotics	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.45997211963342	0.0	19.48222518728701	0.0	0.0	0.0	0.0	20.670415577258247	0.0	28.45079988949709	0.0	44.3500537323076	0.0	0.0	4.929059229749419	0.0	0.0	0.0	0.0	0.0	26.189623375275968	0.0	0.0	0.0	0.0	0.0	38.481367466178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.88424978079825	0.0	32.10779382660879	0.0	22.81997160100174	0.0	0.0	0.0	0.0	0.0	0.0	24.972728531806837	0.0	0.0	0.0	0.0	0.0	18.95382792551244	0.0	0.0	0.0	0.0	15.32130609783233	0.0	0.0	0.0	20.931218613245225	0.0	63.03108415733869	0.0	22.68349461373615	0.0	0.0	5.580171801436594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.382253844843156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.511888039535457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2528901937503694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.091867524801137
pleuromutilin_tiamulin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.178329455169505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
polymyxin	0.0	0.0	0.0	0.779014655180482	0.0	36.83294432833063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.2585773519151	5.963781146025948	152.70559683191306	0.0	0.0	1.1171174894091007	0.0	103.97175300374639	0.0	177.57108391948825	0.0	184.3794193499776	5.96400195218483	0.0	47.57779995798936	0.0	0.0	0.0	345.928271837148	0.0	186.6917341993187	0.0	0.0	0.0	0.0	0.0	244.7552347256181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.3493174112234	0.0	48.02879817122952	0.0	155.9271243329441	407.17174643572554	0.0	0.0	0.0	0.0	0.0	142.68500168252095	0.0	0.0	0.0	0.0	95.17896945795702	156.23104903102737	0.0	0.0	0.0	0.0	154.30861669145122	0.0	0.0	8.3669427847033	49.51972449632764	0.0	94.96691912156317	0.0	154.99458749486087	451.3939043767153	0.0	44.66765160347337	0.0	0.0	3.236444079534655	0.0	3.6345859405550964	0.0	0.0	0.0	52.308008047107776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.69395394976663	32.95603545458597	0.0	0.0	0.0	0.0	41.91097139305967	3.69072955906042	20.646527577708717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.086306652376992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.865626745198623	8.473740961399466	23.053662625439983
quinolone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.308660489055733	0.0	0.0	30.410893133262906	0.0	38.24626500438146	0.0	16.23335855510252	0.0	0.0	29.292013784353014	0.0	37.1659259787914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.6295265049188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.415713685916892	0.0	0.0	142.99683033225884	0.0	31.33046446536317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.44382768584534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.613277655035745	0.0	0.0	0.0	0.0	0.0	0.0	4.41186108558298	0.0	0.0	96.45440524722628	0.0	91.84802825245349	0.0	0.0	0.0	0.0	0.0	0.0	18.77212999474756	0.0	0.0	0.0	57.141707778220685	0.0	0.0	11.382623873737744	0.0	0.0	0.0	0.0	4.005970947769302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.01844698653716	0.0	0.0
rifamycin	154.89351999861213	0.0	0.0	6.593707241557868	0.0	33.66631110553298	0.0	20.233641909861557	0.0	17.041870427080354	0.0	0.0	37.9757526338463	0.0	0.0	0.0	26.77822116561312	0.0	108.59843296805164	244.19064342296673	0.0	434.44751743655104	0.0	0.0	0.0	43.953667559951704	0.0	49.97445305959594	0.0	1.5115100127108925	4.072219012408702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1711399273864767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1814607619562345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.289691656256201	5.836861609166945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.039301885907078	5.156608577364904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8292903658843689	0.9229416794629455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.40581430892599	0.0
streptothricin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.817460826530628	0.0	0.0	0.0	0.0	30.622922923695395	0.0	17.405767784082144	0.0	0.0	0.0	0.0	0.0	0.0	44.92496183624492	0.0	0.0	0.0	30.377482751665294	0.0	0.0	0.0	0.0	41.16587352378149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.747870111223017	15.349721924437617	0.0	0.0	0.0	0.0	24.5262148447368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.918316167420855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.181784987686894	0.0	0.0	0.0	0.0	0.0	18.03541000258267	0.0	0.0	0.0	0.0	0.0	0.0	9.031676074963633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.56945210451638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.634993972301103	0.0	0.0	0.0	0.0	0.0	22.305018450711263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sulfonamide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.877728896307026	4.047851891625145	17.289561562659305	82.23821299482165	15.340414327941334	54.94656025664401	0.0	20.39532482019217	3.8943476565778554	16.890777712880947	79.21249987919747	29.687627678078826	33.76956674163052	0.0	28.574180673229986	0.0	0.0	9.527192221459126	35.59501859530695	0.0	26.92763764978599	0.0	20.882756010242964	46.62850805309196	0.0	9.885270170463775	0.0	0.0	0.0	37.18959011307309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.19506085912842	0.0	0.0	0.0	0.0	15.491955089689744	14.47705084870118	24.78176586694011	0.0	29.755360504203324	44.46192512078324	0.0	9.328692806192537	0.0	0.0	0.0	36.63513736839331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.582926849575637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.89653440307173	0.0	133.8539221258474	36.94733165262385	0.0	27.258512206416285	0.0	0.0	245.16750334163305	14.991170949869076	50.8059954226528	0.0	118.97469435579816	65.98506731532626	0.0	14.219307074681153	0.0	17.78277561084503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.131317314750458
tetracycline	0.0	0.0	0.0	7.817106010320546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0683217474364	0.0	71.15947682226522	247.2935557851232	42.8077410806805	110.34190580386765	28.691433347441293	82.98057620867957	0.0	75.29905275989181	208.35294232753603	54.06310993406619	107.58254215322206	21.078426802444163	142.84432803118636	18.09537357782863	14.351539054742767	34.41677119558133	107.47785147360567	0.0	95.19303027897737	474.6353816186254	48.86694991090841	144.45028752554572	46.80684528406231	29.344518226596904	16.5250904003066	25.283781493863223	0.0	151.69934678662577	31.065466881171677	17.700950113021516	41.481823557001036	23.891812262999313	38.88847274870593	0.0	46.690820595241426	55.146532221314665	32.513053962223104	0.0	72.36749238166736	96.2387147275595	20.214490705104275	31.284522470546246	363.6536867756246	121.12967696912986	0.0	111.66535416942499	508.95051325838284	52.26100805883485	101.62210968951972	52.39808943175586	23.19019608999952	15.649347179853235	20.865087554840798	0.0	205.60697403359492	42.9990793214858	24.39844989490375	36.15644455281913	33.91055739745545	58.836391549685395	8.161212944277866	40.02532768038073	38.32333724816954	133.71607001228426	70.70794461324034	143.85638977821776	19.33463339408275	31.097422440385152	0.0	57.93383471659288	43.099812837844865	25.241343093755578	0.0	0.0	0.0	10.836699040474235	0.0	63.19382208595304	0.0	138.95492738644305	0.0	166.96138792384914	54.96089709715377	67.0410690627847	88.1667918505181	106.24901234825445	144.80098806142868	310.0011650491546	128.2578564350009	144.08065182097513	84.62760125002741	171.60731639854924	408.7459330716522	302.8848692497656	71.38056609723019	54.89942297787378	55.072922043001554	0.0	14.68704665056976	0.0	0.0	0.0	26.59981211775125	17.13118130606744	18.46645817136917	14.188514889441567	10.494596989697378	22.657476069864853	17.653634676491883	38.21650858351813	37.852419872527605	36.66576430910532	26.507448365006837	537.9667332131515	121.74190028571938	34.84919976217316	42.02236090292552	126.03039799285675	75.91992717629897	197.4528127947753	149.60779535681527	28.698793818394606	0.0	62.073905315816816	0.0	0.0	0.0	77.94607479353998
trimethoprim	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.44118010118652	0.0	55.99061952395152	0.0	14.738516462790244	161.70262163579798	0.0	116.68135347334994	0.0	65.68923063620345	0.0	14.261400634974603	159.02992428211363	0.0	0.0	0.0	0.0	17.173219099827598	135.87889093136312	0.0	69.34728710018007	0.0	20.06339833239052	260.7853639341505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.92256805986608	0.0	32.35770280605964	0.0	37.52305932707121	248.66803181079976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.64722619284887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.64229497787251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.64690764103176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.56399808133003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vancomycin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.24758251744795	0.0	0.0	0.0	0.0	0.0	0.0	13.539971004346855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.878712834447732	0.0	0.0	0.0	0.0	0.0	0.0	52.33098069089612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.275702944470265	0.0	0.0	71.27989480313771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.356074376574348	0.0	0.0	0.0	0.0	0.0	0.0	18.522216099229983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5174798399424265	11.439830025861276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.316034307998077	0.0	0.0	0.0	45.60447015016412	0.0	31.48649308163031	36.75916864371825	0.0	0.0	71.54744362363225	0.0	0.0	57.77160477482314	8.09948218147533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
