Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
ERR3673592	0.265	0.000411	155.4	0.828	0.429	6.51	8.21	19961.0	135.0	0.610	0.172	2.11	3.04	0.915
ERR3673593	0.511	0.000461	322.0	0.703	0.388	4.49	9.25	20052.0	311.0	0.497	0.297	2.22	3.21	0.966
ERR3673594	0.559	0.000364	171.1	0.658	0.392	3.81	7.28	19996.0	158.0	0.258	0.342	1.98	2.86	0.862
ERR3673595	0.317	0.000338	216.9	0.769	0.356	4.84	6.77	20023.0	215.0	0.440	0.231	1.91	2.76	0.831
ERR3673596	0.339	0.000371	316.8	0.773	0.353	5.02	7.42	20014.0	292.0	0.601	0.227	2.00	2.89	0.870
ERR3673597	0.733	0.00017	156.1	0.451	0.244	2.17	3.39	19947.0	150.0	0.510	0.549	1.22	1.76	0.530
ERR3673598	0.736	0.000174	250.0	0.448	0.232	2.17	3.48	19986.0	218.0	0.658	0.552	1.25	1.80	0.542
ERR3673599	0.571	0.00029	220.6	0.644	0.332	3.53	5.79	19946.0	199.0	0.625	0.356	1.76	2.53	0.763
ERR3673600	0.551	0.000311	245.2	0.664	0.335	3.75	6.20	19966.0	232.0	0.618	0.336	1.83	2.63	0.793
ERR3673601	0.314	0.000396	257.7	0.785	0.373	5.40	7.90	19947.0	255.0	0.531	0.215	2.07	2.98	0.898
ERR3673602	0.341	0.000361	317.9	0.777	0.345	5.13	7.25	20085.0	311.0	0.644	0.223	1.98	2.86	0.860
ERR3673603	0.353	0.000485	355.1	0.801	0.387	6.05	9.67	19952.0	354.0	0.392	0.199	2.27	3.27	0.986
ERR3673604	0.365	0.000411	303.4	0.785	0.369	5.48	8.19	19950.0	300.0	0.538	0.215	2.10	3.03	0.914
ERR3673605	0.199	0.00114	450.5	0.907	0.513	13.7	22.8	19968.0	444.0	0.488	0.0931	3.13	4.51	1.36
ERR3673606	0.635	0.000191	354.7	0.539	0.230	2.49	3.84	20047.0	349.0	0.617	0.461	1.34	1.94	0.584
ERR3673607	0.347	0.00124	329.1	0.857	0.559	10.8	24.7	20017.0	309.0	0.429	0.143	3.21	4.63	1.39
ERR3673608	0.121	0.00406	654.9	0.965	0.679	42.7	81.0	19961.0	649.0	0.392	0.0346	4.39	6.34	1.91
ERR3673615	0.305	0.000507	272.5	0.806	0.413	6.33	10.1	19904.0	270.0	0.413	0.194	2.31	3.33	1.00
ERR3673616	0.276	0.000586	385.8	0.829	0.414	7.21	11.7	19955.0	377.0	0.545	0.171	2.46	3.55	1.07
ERR3673617	0.187	0.00171	838.5	0.913	0.523	15.5	33.6	19680.0	835.0	0.429	0.0871	3.52	5.07	1.53
ERR3673618	0.247	0.000627	279.9	0.856	0.449	8.26	12.5	19940.0	277.0	0.421	0.144	2.53	3.64	1.10
ERR3673623	0.454	0.000437	262.5	0.758	0.392	5.35	8.72	19966.0	250.0	0.637	0.242	2.17	3.12	0.941
ERR3673624	0.432	0.000468	255.0	0.777	0.409	5.81	9.33	19954.0	234.0	0.634	0.223	2.23	3.22	0.970
ERR3673635	0.291	0.00166	374.7	0.899	0.591	15.7	33.1	19956.0	373.0	0.302	0.101	3.50	5.05	1.52
ERR3673636	0.272	0.000739	241.7	0.847	0.491	8.40	14.8	20031.0	241.0	0.298	0.153	2.70	3.89	1.17
ERR3673639	0.355	0.000314	229.5	0.774	0.343	4.91	6.25	19941.0	211.0	0.660	0.226	1.83	2.64	0.796
ERR3673640	0.394	0.000284	291.5	0.704	0.310	3.85	5.68	20034.0	272.0	0.571	0.296	1.74	2.51	0.755
ERR3673641	0.262	0.0011	375.8	0.887	0.521	11.9	21.9	20036.0	375.0	0.287	0.113	3.09	4.46	1.34
ERR3673642	0.415	0.000715	465.5	0.792	0.433	6.63	14.3	20000.0	463.0	0.422	0.208	2.66	3.84	1.16
ERR3673643	0.495	0.00023	149.8	0.679	0.306	3.51	4.61	20018.0	148.0	0.450	0.321	1.53	2.20	0.664
ERR3673644	0.539	0.000209	316.0	0.632	0.250	3.04	4.18	19997.0	301.0	0.652	0.368	1.43	2.06	0.621
ERR3673645	0.359	0.000421	270.1	0.800	0.396	5.87	8.41	19995.0	217.0	0.615	0.200	2.13	3.07	0.925
ERR3673646	0.365	0.000437	262.4	0.798	0.392	5.90	8.72	19963.0	251.0	0.587	0.202	2.17	3.12	0.941
ERR3673647	0.323	0.000626	281.5	0.829	0.456	7.41	12.5	20020.0	257.0	0.488	0.171	2.53	3.65	1.10
ERR3673648	0.356	0.000542	302.6	0.797	0.422	6.19	10.9	20031.0	286.0	0.502	0.203	2.39	3.44	1.04
ERR3673649	0.489	0.000333	241.6	0.710	0.346	4.23	6.65	19953.0	240.0	0.378	0.290	1.89	2.73	0.823
ERR3673650	0.569	0.00022	212.6	0.624	0.278	3.11	4.39	19975.0	206.0	0.614	0.376	1.48	2.13	0.642
ERR3673651	0.348	0.000405	316.6	0.778	0.364	5.29	8.13	20042.0	316.0	0.356	0.222	2.09	3.02	0.910
ERR3673652	0.303	0.000252	198.7	0.756	0.307	4.28	5.04	19984.0	195.0	0.531	0.244	1.62	2.33	0.702
ERR3673653	0.363	0.000411	293.8	0.784	0.372	5.51	8.24	20052.0	289.0	0.555	0.216	2.11	3.04	0.916
ERR3673654	0.287	0.00115	549.6	0.873	0.499	10.9	23.2	20059.0	546.0	0.382	0.127	3.14	4.53	1.36
ERR3673659	0.291	0.000549	200.4	0.846	0.454	7.78	10.9	19923.0	193.0	0.515	0.154	2.39	3.45	1.04
ERR3673660	0.349	0.000468	223.9	0.807	0.422	6.36	9.35	20000.0	199.0	0.635	0.193	2.24	3.23	0.971
ERR3673661	0.239	0.000674	191.8	0.885	0.498	10.2	13.5	19980.0	185.0	0.495	0.115	2.60	3.75	1.13
ERR3673662	0.349	0.000571	417.7	0.800	0.406	6.39	11.4	19981.0	403.0	0.577	0.200	2.43	3.51	1.06
ERR3673663	0.468	0.000327	271.0	0.706	0.337	4.07	6.56	20050.0	267.0	0.466	0.294	1.88	2.71	0.817
ERR3673664	0.476	0.000349	231.2	0.713	0.357	4.26	6.98	20008.0	230.0	0.351	0.287	1.94	2.80	0.844
ERR3673673	0.278	0.000616	236.3	0.866	0.465	8.85	12.3	20019.0	222.0	0.480	0.134	2.51	3.63	1.09
ERR3673674	0.188	0.000744	226.9	0.883	0.500	10.1	14.9	20013.0	221.0	0.432	0.117	2.70	3.90	1.17
ERR3673675	0.0644	0.00622	749.9	0.982	0.730	75.1	123.8	19894.0	736.0	0.415	0.0183	4.82	6.95	2.09
ERR3673676	0.0685	0.0058	759.3	0.978	0.717	65.6	115.4	19911.0	754.0	0.407	0.0217	4.75	6.85	2.06
ERR3673686	0.251	0.000416	185.4	0.844	0.416	6.94	8.31	19974.0	163.0	0.652	0.156	2.12	3.05	0.919
ERR3673687	0.331	0.000416	218.6	0.818	0.397	6.27	8.30	19959.0	207.0	0.601	0.182	2.12	3.05	0.919
ERR3673695	0.621	0.000211	212.9	0.580	0.269	2.84	4.21	19964.0	207.0	0.611	0.420	1.44	2.07	0.624
ERR3673696	0.440	0.00019	206.3	0.647	0.260	3.08	3.80	19973.0	169.0	0.712	0.353	1.34	1.93	0.580
ERR3673697	0.500	0.000168	159.0	0.614	0.271	2.80	3.36	19962.0	87.0	0.682	0.386	1.21	1.75	0.526
ERR3673698	0.469	0.00016	224.9	0.588	0.217	2.59	3.19	19968.0	208.0	0.751	0.412	1.16	1.67	0.503
ERR3673699	0.859	8.92e-05	154.2	0.250	0.116	1.43	1.78	19938.0	142.0	0.657	0.750	0.576	0.830	0.250
ERR3673700	0.392	0.000436	347.1	0.758	0.370	5.08	8.70	19953.0	344.0	0.470	0.242	2.16	3.12	0.939
ERR3673701	0.170	0.00176	552.4	0.925	0.565	18.3	35.2	19999.0	548.0	0.404	0.0749	3.56	5.14	1.55
ERR3673702	0.935	7.48e-05	219.3	0.124	0.077	1.20	1.50	19990.0	186.0	0.786	0.876	0.403	0.581	0.175
ERR3673703	0.0968	0.00549	788.5	0.971	0.704	53.1	109.7	19988.0	788.0	0.208	0.0287	4.70	6.78	2.04
ERR3673704	0.170	0.00324	385.9	0.948	0.704	30.7	64.7	19954.0	373.0	0.190	0.0515	4.17	6.02	1.81
ERR3673710	0.234	0.00531	1368.0	0.927	0.646	26.4	106.0	19969.0	1366.0	0.325	0.0734	4.66	6.73	2.03
ERR3673712	0.276	0.0019	483.1	0.894	0.589	14.7	38.0	19936.0	481.0	0.199	0.106	3.64	5.25	1.58
ERR3673734	0.114	0.00164	243.0	0.947	0.635	22.7	32.8	20031.0	243.0	0	0.0534	3.49	5.04	1.52
ERR3673735	0.513	0.000556	479.1	0.716	0.390	4.89	11.1	19973.0	476.0	0.447	0.284	2.41	3.47	1.05
ERR3673736	0.697	0.00015	235.0	0.471	0.201	2.13	2.99	19934.0	229.0	0.617	0.529	1.09	1.58	0.475
ERR3673737	0.481	0.000302	175.9	0.709	0.354	4.11	6.02	19947.0	160.0	0.596	0.291	1.80	2.59	0.780
ERR3673738	0.772	0.000131	181.4	0.391	0.198	1.88	2.61	19967.0	128.0	0.721	0.609	0.959	1.38	0.417
ERR3673739	0.192	0.0015	463.5	0.925	0.554	17.4	29.8	19939.0	458.0	0.418	0.0752	3.40	4.90	1.47
ERR3673740	0.704	0.000161	267.3	0.478	0.212	2.21	3.21	19977.0	241.0	0.719	0.522	1.17	1.68	0.506
ERR3673741	0.728	0.000239	340.3	0.464	0.270	2.33	4.77	19958.0	330.0	0.438	0.536	1.56	2.25	0.679
ERR3673742	0.690	0.000159	142.8	0.495	0.241	2.29	3.17	19957.0	120.0	0.669	0.505	1.15	1.67	0.502
ERR3673744	0.206	0.000752	306.8	0.881	0.475	10.1	15.0	19989.0	301.0	0.497	0.119	2.71	3.91	1.18
ERR3673745	0.406	0.000502	508.4	0.765	0.370	5.36	10.0	19953.0	504.0	0.525	0.235	2.30	3.32	1.00
ERR3673746	0.806	0.000147	273.0	0.345	0.193	1.78	2.94	19936.0	268.0	0.565	0.655	1.08	1.56	0.468
ERR3673748	0.631	0.000354	290.6	0.590	0.345	3.23	7.06	19943.0	289.0	0.279	0.410	1.95	2.82	0.849
ERR3673749	0.357	0.00187	803.8	0.860	0.542	12.2	37.4	19971.0	799.0	0.448	0.140	3.62	5.23	1.57
ERR3673750	0.651	0.000195	188.8	0.545	0.261	2.61	3.89	19945.0	182.0	0.585	0.455	1.36	1.96	0.590
ERR3673751	0.143	0.00665	1141.7	0.967	0.695	53.8	132.8	19972.0	1140.0	0.351	0.0326	4.89	7.05	2.12
ERR3673752	0.261	0.000834	196.0	0.866	0.533	9.70	16.7	19983.0	196.0	0	0.134	2.81	4.06	1.22
ERR3673753	0.550	0.000598	656.5	0.671	0.382	4.21	11.9	19892.0	655.0	0.311	0.329	2.48	3.57	1.08
ERR3673754	0.535	0.000211	185.8	0.644	0.283	3.18	4.20	19917.0	160.0	0.714	0.356	1.44	2.07	0.623
ERR3673755	0.209	0.00411	1046.9	0.942	0.634	30.1	82.0	19925.0	1039.0	0.431	0.0579	4.41	6.36	1.91
ERR3673756	0.623	0.000241	237.3	0.588	0.289	2.99	4.80	19970.0	230.0	0.580	0.412	1.57	2.26	0.682
ERR3673757	0.285	0.000722	492.9	0.819	0.432	7.01	14.5	20091.0	488.0	0.468	0.181	2.67	3.86	1.16
ERR3673758	0.776	0.000159	280.8	0.392	0.207	1.94	3.19	20005.0	270.0	0.616	0.608	1.16	1.67	0.504
ERR3673759	0.465	0.000446	449.3	0.733	0.360	4.80	8.91	19969.0	437.0	0.612	0.267	2.19	3.16	0.950
ERR3673760	0.554	0.000377	102.0	0.677	0.437	4.19	7.55	20010.0	102.0	0	0.323	2.02	2.92	0.878
ERR3673761	0.353	0.000402	399.9	0.767	0.348	4.98	7.99	19903.0	394.0	0.504	0.233	2.08	3.00	0.903
ERR3673762	0.211	0.000797	340.9	0.886	0.475	10.6	15.9	19937.0	337.0	0.506	0.114	2.77	3.99	1.20
ERR3673763	0.351	0.00045	604.5	0.766	0.343	5.02	8.94	19855.0	595.0	0.557	0.234	2.19	3.16	0.951
ERR3673764	0.271	0.000498	311.0	0.845	0.404	7.32	9.93	19958.0	292.0	0.652	0.155	2.30	3.31	0.997
ERR3673765	0.247	0.000391	142.7	0.826	0.418	6.29	7.80	19947.0	136.0	0.533	0.174	2.05	2.96	0.892
ERR3673766	0.248	0.00331	842.6	0.922	0.622	22.7	65.9	19906.0	840.0	0.308	0.0781	4.19	6.04	1.82
ERR3673767	0.384	0.00116	884.4	0.825	0.464	8.53	23.3	20099.0	882.0	0.437	0.175	3.15	4.54	1.37
ERR3673768	0.342	0.000309	249.7	0.760	0.333	4.63	6.16	19944.0	237.0	0.697	0.240	1.82	2.62	0.790
ERR3673769	0.297	0.000682	209.5	0.839	0.490	8.03	13.6	20026.0	208.0	0.354	0.161	2.61	3.77	1.14
ERR3673770	0.228	0.000718	203.0	0.863	0.501	9.04	14.3	19983.0	203.0	0.456	0.137	2.66	3.84	1.16
ERR3673771	0.339	0.00357	869.6	0.880	0.631	16.9	71.3	19947.0	868.0	0.285	0.120	4.27	6.16	1.85
ERR3673772	0.577	0.000266	224.1	0.635	0.311	3.35	5.30	19900.0	214.0	0.502	0.365	1.67	2.41	0.724
ERR3673773	0.373	0.00113	768.4	0.826	0.469	8.43	22.5	19919.0	764.0	0.471	0.174	3.11	4.49	1.35
ERR3673774	0.218	0.003	1077.1	0.914	0.586	19.5	59.7	19936.0	1075.0	0.401	0.086	4.09	5.90	1.78
ERR3673775	0.317	0.000527	260.0	0.825	0.425	6.94	10.5	19936.0	255.0	0.492	0.175	2.35	3.39	1.02
ERR3673776	0.381	0.000502	418.1	0.750	0.383	5.05	10.0	19979.0	411.0	0.403	0.250	2.31	3.33	1.00
ERR3673777	0.205	0.00097	570.6	0.877	0.468	10.3	19.4	19989.0	566.0	0.501	0.123	2.96	4.28	1.29
ERR3673778	0.337	0.000636	278.4	0.786	0.467	6.21	12.7	19987.0	232.0	0.455	0.214	2.54	3.67	1.10
ERR3673779	0.536	0.000572	494.5	0.690	0.392	4.46	11.4	19903.0	492.0	0.302	0.310	2.43	3.51	1.06
ERR3673816	0.450	0.000808	273.0	0.776	0.496	6.57	16.2	20014.0	273.0	0	0.224	2.78	4.02	1.21
ERR3673817	0.263	0.00108	325.5	0.877	0.534	11.2	21.6	19999.0	316.0	0.426	0.123	3.07	4.43	1.33
ERR3673818	0.139	0.00652	852.9	0.965	0.721	50.0	129.3	19840.0	851.0	0.191	0.035	4.86	7.01	2.11
ERR3673819	0.302	0.00105	899.6	0.824	0.447	7.70	20.9	19970.0	898.0	0.325	0.176	3.04	4.39	1.32
ERR3673820	0.437	0.00041	332.2	0.728	0.363	4.56	8.18	19948.0	328.0	0.416	0.272	2.10	3.03	0.913
ERR3673821	0.0658	0.0208	1647.0	0.991	0.814	199.5	415.7	19999.0	1644.0	0.291	0.00904	6.03	8.70	2.62
ERR3673822	0.470	0.000311	164.0	0.682	0.359	3.70	6.23	20011.0	164.0	0	0.318	1.83	2.64	0.794
ERR3673823	0.258	0.00129	320.2	0.901	0.565	14.1	25.9	19988.0	317.0	0.368	0.0992	3.25	4.69	1.41
ERR3673824	0.516	0.000296	196.1	0.677	0.342	3.73	5.92	19997.0	181.0	0.423	0.323	1.78	2.56	0.772
ERR3673826	0.550	0.000836	499.3	0.693	0.454	5.06	16.7	19967.0	493.0	0.360	0.307	2.82	4.06	1.22
ERR3673827	0.243	0.00162	794.3	0.900	0.521	14.4	32.3	19944.0	792.0	0.424	0.0995	3.47	5.01	1.51
ERR3673828	0.321	0.00152	1078.8	0.851	0.489	9.90	30.4	19966.0	1078.0	0.292	0.149	3.42	4.93	1.48
ERR3673829	0.916	8.79e-05	230.3	0.159	0.104	1.28	1.76	19972.0	223.0	0.580	0.841	0.563	0.812	0.244
ERR3673830	0.315	0.00152	516.8	0.876	0.547	12.5	30.4	20050.0	513.0	0.350	0.124	3.42	4.93	1.48
ERR3673831	0.197	0.000961	181.3	0.893	0.569	11.9	19.2	20023.0	180.0	0.348	0.107	2.96	4.27	1.28
ERR3673832	0.548	0.000737	871.3	0.686	0.397	4.64	14.7	19973.0	868.0	0.410	0.314	2.69	3.88	1.17
ERR3673833	0.704	0.000242	354.0	0.493	0.300	2.47	4.84	20010.0	192.0	0.466	0.507	1.58	2.28	0.685
ERR3673834	0.206	0.00204	915.4	0.899	0.544	14.7	40.7	19949.0	914.0	0.277	0.101	3.71	5.35	1.61
ERR3673835	0.536	0.00106	1345.2	0.699	0.423	5.05	21.1	19883.0	1341.0	0.474	0.301	3.05	4.40	1.32
ERR3673836	0.434	0.00156	1202.7	0.802	0.485	8.40	31.1	19888.0	1197.0	0.537	0.198	3.44	4.96	1.49
ERR3673837	0.0715	0.00662	902.4	0.976	0.718	63.6	132.3	19979.0	901.0	0.241	0.0238	4.88	7.05	2.12
ERR3673838	0.228	0.00136	453.9	0.888	0.540	12.5	27.2	19966.0	453.0	0.137	0.112	3.30	4.76	1.43
ERR3673839	0.108	0.0114	1300.8	0.978	0.757	84.2	227.4	20008.0	1300.0	0.179	0.0224	5.43	7.83	2.36
ERR3673840	0.392	0.000975	291.8	0.825	0.524	8.60	19.5	19972.0	290.0	0.292	0.175	2.97	4.28	1.29
ERR3673843	0.589	0.000262	162.9	0.611	0.327	3.14	5.23	19958.0	157.0	0.348	0.389	1.66	2.39	0.719
ERR3673844	0.390	0.000976	1057.4	0.797	0.426	6.85	19.4	19938.0	1054.0	0.489	0.203	2.97	4.28	1.29
ERR3673845	0.257	0.0022	715.6	0.904	0.576	16.7	43.9	19960.0	712.0	0.352	0.0955	3.78	5.46	1.64
ERR3673846	0.146	0.00539	627.4	0.962	0.728	45.1	107.8	19991.0	621.0	0.167	0.038	4.68	6.75	2.03
ERR3673847	0.0469	0.0185	1570.0	0.991	0.804	175.8	369.6	19964.0	1569.0	0.205	0.00932	5.91	8.53	2.57
ERR3673848	0.678	0.000208	212.1	0.512	0.271	2.46	4.15	19997.0	192.0	0.492	0.488	1.42	2.05	0.619
ERR3673850	0.513	0.000366	276.0	0.702	0.356	4.29	7.32	19997.0	270.0	0.498	0.298	1.99	2.87	0.864
ERR3673851	0.119	0.00379	293.2	0.969	0.762	46.3	75.6	19941.0	291.0	0.182	0.0314	4.33	6.24	1.88
ERR3673853	0.495	0.000308	198.5	0.698	0.344	4.01	6.17	20021.0	197.0	0.465	0.302	1.82	2.62	0.790
ERR3673854	0.525	0.000259	142.6	0.652	0.334	3.40	5.16	19963.0	137.0	0.341	0.348	1.64	2.37	0.713
ERR3673855	0.795	0.000161	201.5	0.362	0.226	1.85	3.23	19993.0	177.0	0.472	0.638	1.17	1.69	0.509
ERR3673857	0.408	0.00103	274.0	0.820	0.550	8.72	20.5	19966.0	244.0	0.380	0.180	3.02	4.36	1.31
ERR3673858	0.144	0.00479	608.3	0.964	0.712	45.0	95.7	19975.0	605.0	0.221	0.0364	4.56	6.58	1.98
ERR3673861	0.573	0.000144	176.8	0.550	0.205	2.37	2.88	19968.0	172.0	0.624	0.450	1.06	1.53	0.459
ERR3673862	0.689	0.000175	196.7	0.498	0.238	2.32	3.49	19999.0	189.0	0.537	0.502	1.25	1.80	0.543
ERR3673863	0.854	9.99e-05	108.6	0.265	0.155	1.50	2.00	19975.0	87.0	0.523	0.735	0.691	0.997	0.300
ERR3673866	0.830	0.000114	158.8	0.305	0.164	1.62	2.27	19971.0	149.0	0.620	0.695	0.819	1.18	0.355
ERR3673867	0.684	0.000179	165.9	0.512	0.251	2.43	3.58	19962.0	162.0	0.411	0.488	1.27	1.84	0.554
ERR3673868	0.309	0.000374	204.8	0.822	0.440	6.23	7.47	19984.0	96.0	0.608	0.178	2.01	2.90	0.873
ERR3673869	0.850	0.00013	180.6	0.277	0.184	1.58	2.59	19964.0	174.0	0.520	0.723	0.951	1.37	0.413
ERR3673871	0.444	0.000174	169.0	0.636	0.274	2.95	3.48	19981.0	95.0	0.760	0.364	1.25	1.80	0.542
ERR3673873	0.554	0.0002	142.2	0.633	0.286	3.12	3.99	19991.0	126.0	0.717	0.367	1.38	2.00	0.601
ERR3673874	0.503	0.00154	953.1	0.744	0.500	6.65	30.8	20061.0	945.0	0.375	0.256	3.43	4.95	1.49
ERR3673875	0.420	0.000318	202.8	0.757	0.369	4.78	6.35	19968.0	150.0	0.748	0.243	1.85	2.67	0.803
ERR3673876	0.671	0.000173	193.3	0.521	0.263	2.45	3.46	19989.0	111.0	0.688	0.479	1.24	1.79	0.539
ERR3673877	0.476	0.00028	237.0	0.704	0.349	4.00	5.59	19982.0	139.0	0.700	0.296	1.72	2.48	0.747
ERR3673879	0.816	0.000374	200.6	0.324	0.179	1.67	2.49	6657.0	162.0	0.755	0.676	0.911	1.31	0.396
ERR3673880	0.452	0.000165	72.8	0.624	0.303	2.84	3.29	19956.0	51.0	0.635	0.376	1.19	1.72	0.517
ERR3673881	0.437	0.000182	131.1	0.638	0.267	2.98	3.63	19957.0	126.0	0.606	0.362	1.29	1.86	0.560
ERR3673882	0.669	0.000162	133.1	0.521	0.244	2.41	3.23	19948.0	124.0	0.648	0.479	1.17	1.69	0.510
ERR3673883	0.413	0.000368	155.5	0.771	0.410	5.28	7.37	20019.0	131.0	0.636	0.229	2.00	2.88	0.868
ERR3673884	0.867	9.71e-05	189.5	0.244	0.145	1.46	1.94	19975.0	97.0	0.694	0.756	0.662	0.956	0.288
ERR3673885	0.317	0.00196	495.3	0.870	0.592	12.8	39.2	19999.0	494.0	0.220	0.130	3.67	5.29	1.59
ERR3673886	0.405	0.000324	296.0	0.763	0.409	4.92	6.48	19988.0	96.0	0.619	0.237	1.87	2.70	0.811
ERR3673887	0.604	0.000196	104.1	0.598	0.308	2.92	3.92	19952.0	84.0	0.671	0.402	1.37	1.97	0.593
ERR3673891	0.712	0.000138	185.5	0.462	0.203	2.10	2.77	19976.0	150.0	0.781	0.538	1.02	1.47	0.442
ERR3673892	0.221	0.000365	195.1	0.832	0.402	6.32	7.28	19966.0	140.0	0.745	0.168	1.99	2.86	0.862
ERR3673893	0.664	0.000177	203.5	0.530	0.259	2.51	3.53	19966.0	130.0	0.740	0.470	1.26	1.82	0.547
ERR3673894	0.964	6.37e-05	153.3	0.0701	0.0507	1.11	1.28	20035.0	122.0	0.772	0.930	0.244	0.352	0.106
ERR3673895	0.443	0.00221	1029.9	0.801	0.546	9.18	44.1	19951.0	1022.0	0.373	0.199	3.79	5.46	1.64
ERR3673896	0.170	0.00479	922.8	0.951	0.669	35.3	96.3	20113.0	920.0	0.290	0.0488	4.57	6.59	1.98
ERR3673897	0.563	0.000165	222.9	0.583	0.227	2.63	3.29	19990.0	189.0	0.737	0.417	1.19	1.72	0.517
ERR3685279	0.515	0.000355	199.3	0.694	0.371	4.16	7.10	20024.0	198.0	0.322	0.306	1.96	2.83	0.851
ERR3685280	0.403	0.000381	207.5	0.757	0.381	4.94	7.62	20011.0	206.0	0.329	0.243	2.03	2.93	0.882
ERR3685281	0.184	0.000748	240.1	0.892	0.495	10.7	15.0	20016.0	238.0	0.360	0.108	2.71	3.90	1.18
ERR3685282	0.245	0.000696	231.3	0.881	0.485	9.90	13.9	19973.0	227.0	0.360	0.119	2.63	3.80	1.14
ERR3685283	0.271	0.00067	227.7	0.863	0.479	8.92	13.4	19973.0	226.0	0.357	0.137	2.59	3.74	1.13
ERR3685284	0.767	0.000149	232.9	0.399	0.201	1.93	2.99	20030.0	230.0	0.355	0.601	1.09	1.58	0.475
ERR3685285	0.424	0.00051	293.5	0.785	0.409	6.05	10.2	20032.0	292.0	0.328	0.215	2.32	3.35	1.01
ERR3685286	0.919	8.58e-05	196.9	0.154	0.102	1.27	1.71	19998.0	194.0	0.421	0.846	0.539	0.778	0.234
ERR3685368	0.118	0.00523	744.1	0.969	0.703	48.7	104.4	19960.0	743.0	0.180	0.0315	4.65	6.71	2.02
ERR3685369	0.169	0.00227	591.0	0.919	0.598	18.4	45.5	20041.0	591.0	0	0.0811	3.82	5.51	1.66
ERR3685370	0.212	0.00367	643.0	0.937	0.665	27.5	73.4	19980.0	642.0	0.162	0.063	4.30	6.20	1.87
ERR3685371	0.818	0.000207	609.7	0.330	0.221	1.79	4.12	19953.0	608.0	0.361	0.670	1.42	2.04	0.615
ERR3685372	0.0733	0.00852	1447.0	0.978	0.707	71.6	171.1	20074.0	1446.0	0.275	0.022	5.14	7.42	2.23
ERR3685373	0.0686	0.01	2067.6	0.979	0.695	76.8	201.1	20060.0	2054.0	0.533	0.0212	5.30	7.65	2.30
ERR3685374	0.0972	0.00595	1174.4	0.970	0.675	50.4	118.4	19902.0	1173.0	0.305	0.0305	4.77	6.89	2.07
ERR3685375	0.0645	0.00962	1559.7	0.980	0.714	79.5	190.6	19814.0	1558.0	0.373	0.02	5.25	7.57	2.28
ERR3685376	0.164	0.00199	282.0	0.941	0.653	23.7	39.7	19973.0	282.0	0.269	0.0593	3.68	5.31	1.60
ERR3685377	0.748	0.000189	321.1	0.429	0.230	2.09	3.78	19960.0	320.0	0.308	0.571	1.33	1.92	0.577
ERR3685378	0.162	0.00281	801.3	0.933	0.602	22.5	55.8	19885.0	800.0	0.251	0.0671	4.02	5.80	1.75
ERR3685379	0.0803	0.00602	683.0	0.976	0.734	62.2	120.2	19961.0	683.0	0.211	0.0237	4.79	6.91	2.08
ERR3685380	0.796	0.000157	324.7	0.360	0.197	1.82	3.13	19983.0	323.0	0.401	0.640	1.14	1.64	0.495
ERR3685381	0.104	0.00491	1025.6	0.968	0.663	46.9	98.8	20113.0	1025.0	0.331	0.0322	4.59	6.63	1.99
ERR3685382	0.446	0.00033	307.4	0.714	0.330	4.13	6.60	20021.0	307.0	0.318	0.286	1.89	2.72	0.820
ERR3685383	0.171	0.00589	956.0	0.958	0.696	43.3	118.4	20107.0	956.0	0	0.0416	4.77	6.89	2.07
ERR3685384	0.729	0.000226	276.3	0.459	0.268	2.28	4.52	19980.0	275.0	0.272	0.541	1.51	2.17	0.655
ERR3685385	0.400	0.00163	791.2	0.829	0.523	9.81	32.7	20065.0	790.0	0.258	0.171	3.49	5.03	1.51
ERR3685386	0.258	0.000907	300.0	0.849	0.508	8.84	18.1	19966.0	300.0	0.269	0.151	2.90	4.18	1.26
ERR3685387	0.102	0.00656	682.0	0.975	0.747	64.2	130.9	19955.0	682.0	0.187	0.0246	4.87	7.03	2.12
ERR3772390	0.351	0.000557	143.7	0.831	0.490	7.47	11.1	19963.0	136.0	0.431	0.169	2.41	3.48	1.05
ERR3772391	0.304	0.000774	218.9	0.866	0.513	9.73	15.5	19954.0	207.0	0.399	0.134	2.74	3.95	1.19
ERR3772392	0.131	0.00161	295.7	0.943	0.610	21.8	32.0	19899.0	293.0	0.364	0.0566	3.47	5.00	1.51
ERR3772393	0.159	0.00153	491.6	0.924	0.552	17.0	30.5	19931.0	489.0	0.390	0.0762	3.42	4.93	1.48
ERR3772395	0.473	0.000309	64.8	0.730	0.443	4.50	6.17	19974.0	61.0	0.355	0.270	1.82	2.62	0.790
ERR3772396	0.254	0.000433	75.3	0.834	0.519	6.81	8.65	19978.0	64.0	0.292	0.166	2.16	3.11	0.937
ERR3772397	0.443	0.00019	56.3	0.680	0.350	3.31	3.79	19981.0	45.0	0.413	0.320	1.33	1.92	0.579
ERR3772398	0.236	0.00114	402.3	0.895	0.522	12.5	22.7	19920.0	399.0	0.383	0.105	3.12	4.51	1.36
ERR3772399	0.235	0.000589	235.5	0.850	0.452	7.92	11.7	19902.0	231.0	0.466	0.150	2.46	3.55	1.07
ERR3772400	0.395	0.000578	157.3	0.799	0.486	6.60	11.5	19956.0	154.0	0.284	0.201	2.45	3.53	1.06
