Run Accession	Binomial name	Diet	Class	Climatic region	NMDS1	NMDS2
ERR2188167	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000271464	1.12E-05
ERR2188168	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000270068	2.64E-05
ERR2188169	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000269457	2.09E-05
ERR2188170	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000265985	1.89E-05
ERR2188171	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000270866	3.05E-05
ERR2188172	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00027504	2.07E-05
ERR2188173	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000264353	3.11E-05
ERR2188174	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000275129	2.31E-05
ERR2188175	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000253604	1.51E-05
ERR2188176	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000264974	2.76E-05
ERR2188177	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000270942	2.89E-05
ERR2188178	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000279293	2.43E-05
ERR2188179	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000265116	2.60E-05
ERR2188180	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000258709	1.30E-05
ERR2188181	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000261409	1.83E-05
ERR2188182	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000268475	1.89E-05
ERR2188183	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000267762	2.52E-05
ERR2188184	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000261881	2.16E-05
ERR2188185	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000276861	2.97E-05
ERR2188186	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000268764	1.42E-05
ERR2188187	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00028039	2.66E-05
ERR2188188	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00026518	1.51E-05
ERR2188189	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00028016	2.75E-05
ERR2188190	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000273544	1.94E-05
ERR2188191	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000264354	1.92E-05
ERR2188192	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000273835	1.67E-05
ERR2188193	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000278722	2.04E-05
ERR2188194	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000259914	2.21E-05
ERR2188195	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000302831	3.50E-05
ERR2188196	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000264425	1.38E-05
ERR2188197	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000275289	2.34E-05
ERR2188198	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000256454	2.10E-05
ERR2188199	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000259927	2.58E-05
ERR2188200	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000252961	6.04E-07
ERR2188201	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000261831	2.05E-06
ERR2188202	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000262301	1.76E-05
ERR2188203	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000247452	-5.61E-06
ERR2188204	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000273127	2.55E-06
ERR2188205	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000272778	4.78E-06
ERR2188206	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000264066	4.18E-07
ERR2188207	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000274387	7.81E-06
ERR2188208	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000270899	1.48E-05
ERR2188209	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000272262	2.43E-05
ERR2188210	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000282159	2.48E-05
ERR2188211	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000265384	2.10E-05
ERR2188212	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000278449	2.43E-05
ERR2188213	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000263958	2.54E-05
ERR2188214	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000261097	1.85E-05
ERR2188215	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000267917	2.41E-05
ERR2188216	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000268817	3.50E-05
ERR2188217	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000251927	1.62E-05
ERR2188218	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000263125	2.50E-05
ERR2188219	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000279737	2.75E-05
ERR2188220	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000274669	2.86E-05
ERR2188221	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000278283	2.64E-05
ERR2188222	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000264268	2.69E-05
ERR2188223	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000253681	1.92E-05
ERR2188224	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000262795	2.37E-05
ERR2188225	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000261363	2.83E-05
ERR2188226	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000253678	1.20E-05
ERR2188227	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000271211	2.01E-05
ERR2188228	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000264877	2.39E-05
ERR2188229	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000269046	2.45E-05
ERR2188230	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000264513	2.64E-05
ERR2188231	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00027501	3.04E-05
ERR2188232	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000256396	1.92E-05
ERR2188233	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000274669	2.69E-05
ERR2188234	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000267022	2.03E-05
ERR2188235	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000265195	1.46E-05
ERR2188236	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000263348	2.10E-05
ERR2188237	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00026275	1.84E-05
ERR2188238	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000272116	2.34E-05
ERR2188239	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000262673	2.89E-05
ERR2188240	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000267469	2.22E-05
ERR2188241	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000263949	1.26E-05
ERR2188242	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000281605	3.24E-05
ERR2188244	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000253931	1.70E-05
ERR2188247	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000270422	2.08E-05
ERR2188248	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000270929	2.24E-05
ERR2188249	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000274901	2.34E-05
ERR2188250	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000274257	2.74E-05
ERR2188251	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000269744	1.16E-05
ERR2188252	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000253242	1.44E-05
ERR2188253	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000258659	2.12E-05
ERR2188254	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000281885	2.70E-05
ERR2188255	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000269061	2.34E-05
ERR2188256	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000265131	1.81E-05
ERR2188257	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000273835	1.72E-05
ERR2188258	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000265868	9.72E-06
ERR2188259	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00026103	2.11E-05
ERR2188260	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000280031	2.61E-05
ERR2188261	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000255289	1.06E-05
ERR2188262	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000268594	2.79E-05
ERR2188263	Cercopithecus diana	Omnivorous	Mammalia	Tropical	0.000254565	2.03E-05
ERR2188264	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000274202	1.52E-05
ERR2188265	Cercopithecus diana	Omnivorous	Mammalia	Tropical	0.000268886	2.02E-05
ERR2188266	Cercopithecus diana	Omnivorous	Mammalia	Tropical	0.000280728	1.28E-05
ERR2188267	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000272678	1.72E-05
ERR2188268	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000299447	2.83E-05
ERR2188269	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00026325	1.11E-05
ERR2188270	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000262007	2.24E-05
ERR2188271	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000282643	2.31E-05
ERR2188272	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00029469	3.34E-05
ERR2188273	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000286376	1.61E-05
ERR2188274	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00028156	3.08E-05
ERR2188275	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000257787	1.33E-05
ERR2188276	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000264381	2.53E-05
ERR2188277	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000271599	1.59E-05
ERR2188278	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000263054	2.17E-05
ERR2188279	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000267788	1.40E-05
ERR2188280	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00026555	1.59E-05
ERR2188281	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000263902	1.92E-05
ERR2188282	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000283663	2.76E-05
ERR2188283	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000275016	2.56E-05
ERR2188284	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000274709	1.95E-05
ERR2188285	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000254155	2.12E-05
ERR2188286	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000284964	2.45E-05
ERR2188287	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000272259	2.72E-05
ERR2188288	Cercopithecus diana	Omnivorous	Mammalia	Tropical	0.00026357	2.60E-05
ERR2188289	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00027077	2.04E-05
ERR2188290	Cercopithecus diana	Omnivorous	Mammalia	Tropical	0.000269559	3.19E-05
ERR2188291	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000274697	2.09E-05
ERR2188292	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000265452	1.89E-05
ERR2188293	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000256522	8.47E-06
ERR2188294	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000261834	3.11E-05
ERR2188295	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00027843	2.75E-05
ERR2188296	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000276917	2.28E-05
ERR2188298	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000281276	2.37E-05
ERR2188299	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000262583	-3.70E-06
ERR2188300	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000280047	2.79E-05
ERR2188301	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000285193	2.89E-05
ERR2188302	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000285547	2.84E-05
ERR2188303	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000277125	1.24E-05
ERR2188304	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000268898	1.89E-05
ERR2188305	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000278665	1.99E-05
ERR2188306	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000275193	4.71E-05
ERR2188307	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000271375	4.21E-05
ERR2188308	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000312658	5.98E-05
ERR2188309	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000269756	5.13E-05
ERR2188310	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000286332	3.78E-05
ERR2188311	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000267835	3.54E-05
ERR2188312	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000269149	-3.41E-06
ERR2188313	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000298843	4.12E-05
ERR2188314	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000269985	4.28E-05
ERR2188315	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.00025093	2.75E-05
ERR2188316	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000257827	3.76E-05
ERR2188317	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000280926	4.45E-05
ERR2188318	Pan troglodytes verus	Omnivorous	Mammalia	Tropical	0.000251822	-2.59E-06
ERR2188326	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000281216	3.30E-05
ERR2188327	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000277351	1.37E-05
ERR2188328	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000275139	2.18E-05
ERR2188329	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000281669	2.87E-05
ERR2188330	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000259078	1.58E-05
ERR2188331	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000270117	3.35E-05
ERR2188332	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000281336	3.28E-05
ERR2188333	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000268631	1.80E-05
ERR2188334	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00027907	2.89E-05
ERR2188335	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000282931	2.70E-05
ERR2188336	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000276058	2.80E-05
ERR2188337	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000272876	2.39E-05
ERR2188338	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000265512	1.74E-05
ERR2188339	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000272454	2.64E-05
ERR2188340	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000279271	2.37E-05
ERR2188341	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000271243	2.90E-05
ERR2188342	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.0002743	2.39E-05
ERR2188343	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000271902	2.31E-05
ERR2188344	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000283629	3.56E-05
ERR2188345	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000258552	1.67E-05
ERR2188346	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000274752	2.54E-05
ERR2188347	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000274499	2.97E-05
ERR2188348	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000274584	2.77E-05
ERR2188349	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000266971	3.02E-05
ERR2188350	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000270149	1.77E-05
ERR2188351	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000278469	1.31E-05
ERR2188352	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000262929	1.15E-05
ERR2188353	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000264715	2.25E-05
ERR2188354	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000270873	2.08E-05
ERR2188355	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00027822	2.35E-05
ERR2188356	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00026554	2.20E-05
ERR2188357	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000260554	2.41E-05
ERR2188358	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000267304	2.12E-05
ERR2188359	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000265242	2.34E-05
ERR2188360	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000291033	2.75E-05
ERR2188361	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00026615	2.11E-05
ERR2188362	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00028399	2.90E-05
ERR2188363	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000280727	1.44E-05
ERR2188364	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000255809	8.24E-06
ERR2188365	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000271327	3.01E-05
ERR2188366	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000276796	2.94E-05
ERR2188367	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000278758	2.46E-05
ERR2188368	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000279339	3.14E-05
ERR2188369	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000278408	2.95E-05
ERR2188370	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000267351	2.41E-05
ERR2188371	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000273388	2.48E-05
ERR2188372	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000273025	2.38E-05
ERR2188373	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000281792	2.09E-05
ERR2188374	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000266577	2.56E-05
ERR2188375	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00028548	2.50E-05
ERR2188376	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00026943	2.36E-05
ERR2188377	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00026049	1.67E-05
ERR2188378	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00027924	2.50E-05
ERR2188379	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000278613	1.75E-05
ERR2188380	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000286622	3.80E-05
ERR2188381	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000285573	3.34E-05
ERR2188382	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000284798	3.32E-05
ERR2188383	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000255399	2.34E-05
ERR2188384	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000270196	1.93E-05
ERR2188385	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000279422	2.70E-05
ERR2188386	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000258162	2.61E-05
ERR2188387	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000278642	2.82E-05
ERR2188388	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000277498	2.26E-05
ERR2188389	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000278047	2.46E-05
ERR2188390	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000281752	2.94E-05
ERR2188391	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000288577	2.38E-05
ERR2188392	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000278758	1.99E-05
ERR2188393	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000268187	2.98E-05
ERR2188394	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00026393	2.21E-05
ERR2188395	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000276599	3.12E-05
ERR2188396	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000280345	1.86E-05
ERR2188397	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000266872	1.95E-05
ERR2188398	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000254649	1.34E-05
ERR2188399	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00027296	2.34E-05
ERR2188400	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.00026062	2.04E-05
ERR2188401	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000262034	1.35E-05
ERR2188402	Cercocebus atys	Omnivorous	Mammalia	Tropical	0.000294159	3.31E-05
ERR2205247	Ursus americanus	Omnivorous	Mammalia	Temperate	0.000173722	-9.52E-05
ERR2205251	Ursus americanus	Omnivorous	Mammalia	Temperate	0.000176806	-8.10E-05
ERR2205253	Ursus americanus	Omnivorous	Mammalia	Temperate	0.000194081	-0.000135286
ERR2205255	Ursus americanus	Omnivorous	Mammalia	Temperate	0.000167216	-0.000113634
ERR2205257	Ursus americanus	Omnivorous	Mammalia	Temperate	0.000190036	-0.000124819
ERR2205259	Ursus americanus	Omnivorous	Mammalia	Temperate	0.000171583	-0.000120925
ERR2205261	Ursus americanus	Omnivorous	Mammalia	Temperate	0.000173236	-0.000101132
ERR2205263	Ursus americanus	Omnivorous	Mammalia	Temperate	0.000195594	-0.000104121
ERR2205265	Canis latrans	Carnivorous	Mammalia	Temperate	9.74E-05	-7.69E-05
ERR2205269	Ursus americanus	Omnivorous	Mammalia	Temperate	0.000179206	-0.000109097
ERR2205271	Puma concolor	Carnivorous	Mammalia	Temperate	0.00017937	-8.96E-05
ERR2205273	Ursus americanus	Omnivorous	Mammalia	Temperate	0.000212783	-0.000122312
ERR2205275	Ursus americanus	Omnivorous	Mammalia	Temperate	0.000187022	-9.07E-05
ERR2205277	Canis latrans	Carnivorous	Mammalia	Temperate	0.000104954	-7.92E-05
ERR2205279	Canis latrans	Carnivorous	Mammalia	Temperate	0.000103416	-7.57E-05
ERR2205281	Canis latrans	Carnivorous	Mammalia	Temperate	0.000101049	-7.04E-05
ERR2205283	Canis latrans	Carnivorous	Mammalia	Temperate	0.000125385	-6.72E-05
ERR2205285	Canis latrans	Carnivorous	Mammalia	Temperate	9.14E-05	-9.32E-05
ERR2205287	Canis latrans	Carnivorous	Mammalia	Temperate	0.000164876	-8.37E-05
ERR2205289	Canis latrans	Carnivorous	Mammalia	Temperate	0.000115782	-6.37E-05
ERR2205291	Canis latrans	Carnivorous	Mammalia	Temperate	0.000118201	-5.28E-05
ERR2205293	Canis latrans	Carnivorous	Mammalia	Temperate	0.000153754	-5.30E-05
ERR2205295	Canis latrans	Carnivorous	Mammalia	Temperate	0.000186522	-5.67E-05
ERR2205297	Canis latrans	Carnivorous	Mammalia	Temperate	9.76E-05	-6.89E-05
ERR2205299	Canis latrans	Carnivorous	Mammalia	Temperate	0.000118017	-7.29E-05
ERR2205301	Canis latrans	Carnivorous	Mammalia	Temperate	0.000150869	-5.86E-05
ERR2205303	Canis latrans	Carnivorous	Mammalia	Temperate	0.000207945	-4.44E-05
ERR2205305	Canis latrans	Carnivorous	Mammalia	Temperate	0.000210301	-5.47E-05
ERR2205307	Canis latrans	Carnivorous	Mammalia	Temperate	0.000101894	-6.92E-05
ERR2205309	Canis latrans	Carnivorous	Mammalia	Temperate	0.00010597	-6.06E-05
ERR2205311	Lynx rufus	Carnivorous	Mammalia	Temperate	0.000103398	-6.14E-05
ERR2205313	Puma concolor	Carnivorous	Mammalia	Temperate	0.000150178	-6.04E-05
ERR2205315	Puma concolor	Carnivorous	Mammalia	Temperate	0.000127384	-7.40E-05
ERR2205317	Puma concolor	Carnivorous	Mammalia	Temperate	0.000103403	-5.82E-05
ERR2205319	Puma concolor	Carnivorous	Mammalia	Temperate	0.000124852	-6.42E-05
ERR2205321	Puma concolor	Carnivorous	Mammalia	Temperate	0.000135173	-8.13E-05
ERR2205323	Puma concolor	Carnivorous	Mammalia	Temperate	0.000119263	-6.69E-05
ERR2205325	Puma concolor	Carnivorous	Mammalia	Temperate	0.000112892	-5.45E-05
ERR2205327	Puma concolor	Carnivorous	Mammalia	Temperate	0.000126518	-6.83E-05
ERR2205329	Canis latrans	Carnivorous	Mammalia	Temperate	9.89E-05	-8.43E-05
ERR2205331	Puma concolor	Carnivorous	Mammalia	Temperate	0.00011621	-4.86E-05
ERR2205333	Puma concolor	Carnivorous	Mammalia	Temperate	0.000102638	-6.51E-05
ERR2205335	Lynx rufus	Carnivorous	Mammalia	Temperate	0.000112335	-6.17E-05
ERR2205337	Puma concolor	Carnivorous	Mammalia	Temperate	0.000126302	-5.60E-05
ERR2205363	Lynx rufus	Carnivorous	Mammalia	Temperate	0.000162021	-5.17E-05
ERR2205367	Lynx rufus	Carnivorous	Mammalia	Temperate	0.00012459	-2.62E-05
ERR2205371	Lynx rufus	Carnivorous	Mammalia	Temperate	0.000127647	-3.96E-05
ERR2205373	Lynx rufus	Carnivorous	Mammalia	Temperate	0.000131509	-4.15E-05
ERR2205379	Lynx rufus	Carnivorous	Mammalia	Temperate	0.000121432	-6.91E-05
